"year,""FI_median"",""IC_NE_median"",""NO_MI_median"",""NO_NO_median"",""NO_SE_median"",""NO_SW_median"",""RU_AK_median"",""RU_KB_median"",""RU_KW_median"",""RU_RP_median"",""SW_median"",""FI_q5"",""IC_NE_q5"",""NO_MI_q5"",""NO_NO_q5"",""NO_SE_q5"",""NO_SW_q5"",""RU_AK_q5"",""RU_KB_q5"",""RU_KW_q5"",""RU_RP_q5"",""SW_q5"",""FI_q95"",""IC_NE_q95"",""NO_MI_q95"",""NO_NO_q95"",""NO_SE_q95"",""NO_SW_q95"",""RU_AK_q95"",""RU_KB_q95"",""RU_KW_q95"",""RU_RP_q95"",""SW_q95"""
2008,-2.47296613527472,-1.6048497555393,-1.84661738400928,-1.63079889054899,-1.42773947065317,-1.91050117444775,-2.44655541299927,-2.33784213936972,-2.82186280631768,-2.26685413254645,-1.76997571906441,-2.89579876500113,-2.04163131147552,-2.27582640854332,-2.05384225027415,-1.84783998139988,-2.33286749256514,-2.88589463199232,-2.75375696015717,-3.21132041408209,-2.65494041121216,-2.25905168957195,-2.05231996318366,-1.1555289830907,-1.42089759915818,-1.18278728529416,-0.989074777718825,-1.48049581989851,-1.98113110540846,-1.91203860204623,-2.45010012372201,-1.85304148935173,-1.27478630500045
2009,-2.43669474134937,-1.7386029015827,-1.58069864935896,-1.47068708946336,-1.12973179428382,-1.68830421065641,-2.67678798634785,-2.03776027436055,-2.6294454605261,-2.04028779702538,-1.29168153117491,-2.85881641884478,-2.20798662754025,-2.02907743021231,-1.91484382042846,-1.56616055105955,-2.13384439414047,-3.1533558150592,-2.46194039237071,-3.04033236816599,-2.42796802655522,-1.82249874653376,-2.00531596859611,-1.2640164520337,-1.12389653583638,-1.00681292216835,-0.66705198588883,-1.21959918663517,-2.19211547628843,-1.60852735822705,-2.22522176503451,-1.6255475127886,-0.719590365267723
2010,-2.22285534762168,-2.13297122284901,-1.72764777490515,-1.54870053618191,-1.28153813801796,-1.67365724209816,-2.67581298075519,-2.09536678763783,-2.77601608625224,-2.3259705639158,-1.22255224831462,-2.62938705078496,-2.58193720437726,-2.15793039760055,-1.98665032596972,-1.71252359598154,-2.10162633273948,-3.14909479037576,-2.50622015120659,-3.17153222187206,-2.72068608472853,-1.72108532912339,-1.8081803165125,-1.71307658172728,-1.28639184827561,-1.10697888740713,-0.83071108588304,-1.22416012216984,-2.19449016820484,-1.67242487287039,-2.39008451714001,-1.91139653644535,-0.684758131826473
2011,-2.0936949276928,-2.51491891018246,-1.77664902058823,-1.6404873131664,-1.35816479275424,-1.63117090794547,-2.44331843911502,-2.28995734280923,-2.66513946671716,-2.42156471444892,-1.28029593743006,-2.53190806705925,-2.9347671612806,-2.20134072691283,-2.09801487753741,-1.78056373475542,-2.04945923071103,-2.91038182446331,-2.70722593359197,-3.06688333014869,-2.83723937714931,-1.79581693428374,-1.64525353635581,-2.10324144020263,-1.33345255199339,-1.19070055192047,-0.915929169763087,-1.1888684009005,-1.96903998615397,-1.8738248133355,-2.24908098301457,-2.00121714653405,-0.717642442170915
2012,-2.30072531450307,-2.04788008659167,-1.84559200987271,-1.78423819896879,-1.44348061182898,-1.67378050493102,-2.23824294113115,-2.85558988745565,-2.69016525454336,-2.62562395415213,-1.60852065140584,-2.71838675955001,-2.47061285096702,-2.27425795652853,-2.21475766760685,-1.8540841488871,-2.08604092554701,-2.67790765342976,-3.26435455442876,-3.07286406158991,-3.0223182078156,-2.0960627840888,-1.88314260770926,-1.62052681671621,-1.423766842128,-1.33899621148865,-1.01104143008224,-1.23304607060993,-1.77467409446103,-2.45558842608444,-2.28625308924134,-2.2313610226371,-1.10281377634588
2013,-2.14898904598809,-2.6305227266787,-1.75212425350181,-1.7261360808492,-1.51487263143027,-1.67338537612032,-2.24453167567267,-3.09814635135749,-2.76405622899969,-2.61539226359427,-1.72654455741655,-2.57391691433462,-3.04873709718768,-2.18620741415593,-2.14816926622252,-1.92679763598624,-2.09350408169609,-2.69834159896486,-3.51682634400949,-3.15923985267305,-3.0072476052475,-2.22378873790806,-1.69843046716834,-2.20152656884574,-1.30858679016085,-1.27746873333653,-1.07915061406381,-1.22531780594584,-1.76203414816591,-2.69108526021063,-2.34880897478452,-2.21088172816821,-1.20080559266173
2014,-2.29921607463572,-2.03619016730335,-1.90356403634,-1.76326944857813,-1.68344183260553,-1.79696473347638,-2.20167030204777,-3.25177301830236,-2.82718951518075,-2.72286492962989,-2.09357509402341,-2.70724164862069,-2.46180499017478,-2.31188265218628,-2.18338626776883,-2.0951018986476,-2.21984234234742,-2.65908486274292,-3.65788186265917,-3.21609511333979,-3.10798252287371,-2.59210106315065,-1.88122576693607,-1.59761349448702,-1.46842751742117,-1.32996924853352,-1.25616166157673,-1.35430767131758,-1.73087185150368,-2.85580790916402,-2.42591037672784,-2.32062163158926,-1.57678666335925
2015,-2.59704874668747,-2.55665365841161,-2.05441195178486,-1.88159911416567,-1.87486547547641,-2.14416981199038,-2.14848743017263,-3.61323612292173,-3.17524789754033,-2.83781746377583,-2.3117089488555,-3.01938619289238,-3.00363763105201,-2.49070384475045,-2.29924154248113,-2.29758306563617,-2.58603215683634,-2.61854680867419,-4.02243268155939,-3.56303333305342,-3.2274343283497,-2.83122598047199,-2.18070431746583,-2.1198325959317,-1.62403301189502,-1.44686310830608,-1.44562762749013,-1.69278140609795,-1.65077748882902,-3.21184783699251,-2.78866187643627,-2.43234549358398,-1.7961054744603
2016,-2.90861782702869,-2.42659790391297,-1.99510182637396,-1.92479579249886,-1.85692844490043,-2.28511680284666,-2.20127546642974,-3.49632237848923,-3.34842322627672,-2.86378905141222,-2.1331033446957,-3.29599656601545,-2.85791579317531,-2.40784422608169,-2.35081903440151,-2.2737350323791,-2.71505133849775,-2.65844723293514,-3.89454197817949,-3.74922690952874,-3.26561288837904,-2.6255591532491,-2.51684914533474,-2.00478410717769,-1.56510246146185,-1.48785566891167,-1.43158421626045,-1.85459374055498,-1.71165023996699,-3.10137605036902,-2.96024161988395,-2.4495200810444,-1.63168823195767
2017,-2.57381464554555,-2.47557178186864,-1.91568058731132,-1.95043070540655,-1.69904068075014,-2.12828447048007,-2.33659088954415,-3.24154779859215,-3.03803307248478,-2.63240940889679,-2.00550384280414,-2.97893197792388,-2.88740137347551,-2.3087530585756,-2.35199536650152,-2.09700483968003,-2.53965717740593,-2.78507064864415,-3.6438248240776,-3.43216585747006,-3.028200478838,-2.50243977739755,-2.1732837742684,-2.0534058155609,-1.51325790918397,-1.53852189021554,-1.27945442887036,-1.70045429943983,-1.84910922815537,-2.85426285372969,-2.63530622760687,-2.24100712622038,-1.4946916135525
2018,-3.0380509885647,-2.92309912480977,-2.01041819690412,-2.02740876208271,-1.89192865152017,-2.2603862249758,-2.58396512178533,-3.00869926047824,-3.33495397197102,-2.47428506841895,-1.92423402014283,-3.45334003752234,-3.34855124785182,-2.42451342453201,-2.45011686249743,-2.3004024670721,-2.6731722982901,-3.06290588255556,-3.41454824073866,-3.74486456300882,-2.87097060976212,-2.42931526556498,-2.63918794599173,-2.49936196124952,-1.59075308187377,-1.60544245416835,-1.45966721006577,-1.82487967003096,-2.07577942983724,-2.60022110440603,-2.93257213063156,-2.06241007650805,-1.41288446335232
2019,-3.06372673448585,-2.98348510282865,-2.17232333566195,-2.17281264861759,-1.95451647761054,-2.38286011111667,-2.31449332434588,-3.0046302749325,-3.44467685943938,-2.53030901943879,-2.0665198703595,-3.503268424112,-3.41044426571845,-2.58295018488851,-2.60340354965253,-2.38444570838612,-2.80952707237618,-2.81102462562787,-3.42438094832577,-3.87227245291238,-2.95819705442992,-2.56255310981989,-2.6319902405134,-2.57632429481148,-1.75646509547782,-1.74386278085064,-1.5313813688963,-1.94556914595075,-1.78577141578307,-2.59228323942798,-3.02740534918587,-2.07868939435139,-1.57242606054345
2020,-3.05059582060168,-3.14116118033226,-2.25373575057967,-2.24002188573237,-2.01777763276251,-2.54112968592319,-2.41077208736766,-2.91772004000142,-3.37301031888967,-2.43812368124212,-1.99367317221134,-3.52085051422003,-3.58764511743625,-2.69340352458738,-2.69590206722779,-2.47482901947032,-3.00194550103759,-2.95121687367662,-3.40177900267596,-3.8593483704126,-2.88437604336347,-2.52399117655747,-2.56868870156888,-2.70130237616633,-1.81174328522159,-1.76700004985657,-1.55994587730161,-2.06312084760746,-1.83232319827955,-2.4439236250316,-2.89120494105285,-1.97404742384785,-1.45069282116949
2021,-3.06613172970608,-2.98287336627987,-2.17960315470778,-2.24357083804941,-1.98525872554558,-2.43728754900068,-2.35056642926985,-3.00476722104242,-3.24605656574253,-2.33216331295339,-2.18597533643609,-3.58509996181855,-3.46874645156157,-2.64637752716081,-2.72141770889325,-2.46260533086261,-2.93863301028617,-2.89524046901969,-3.52406035573946,-3.79572552056357,-2.82100379931474,-2.75014772560322,-2.53733442153611,-2.50591405245549,-1.71571109847128,-1.74833014353746,-1.48883279097194,-1.93554201741103,-1.74383662709407,-2.48268788501931,-2.69386986162672,-1.82538440350132,-1.60052475590502
