"year","EW_median","FR_median","IC_SW_median","IR_median","NI_FB_median","NI_FO_median","SC_EA_median","SC_WE_median","EW_q5","FR_q5","IC_SW_q5","IR_q5","NI_FB_q5","NI_FO_q5","SC_EA_q5","SC_WE_q5","EW_q95","FR_q95","IC_SW_q95","IR_q95","NI_FB_q95","NI_FO_q95","SC_EA_q95","SC_WE_q95"
2001,0.296751716415692,0.661282008418654,1.59428058050755,1.75547829125796,2.87373718528255,1.58825309510841,0.600298806445416,1.56112749744921,-0.0578846893050388,0.278747025442036,1.3912132638846,1.53244755548802,2.76021507728293,1.43032205883857,0.275397972317568,1.25268576740091,0.65074269585987,1.04388969716333,1.79857684996952,1.98357006779511,2.98652320086644,1.74879787978805,0.933438201852839,1.87893567558849
2002,0.114154447477907,0.735541293673345,1.40488620167408,1.64784278755528,2.8977180638486,2.72423245991287,0.407537784968584,1.45553859557806,-0.26383146819199,0.344014955760866,1.1991216600221,1.41471424479147,2.78461662135373,2.57673351302298,0.0580738849486143,1.10897935592414,0.49788368840382,1.13543104021159,1.60819637757977,1.87839878302291,3.01273694584653,2.86930093200858,0.754325752455325,1.80454808518025
2003,0.0484729433182872,0.323742283395602,1.65901371363299,1.99372145337216,1.58466878030063,2.43922552611233,0.286636252944563,1.24187807333632,-0.334939357340404,-0.0524133211936733,1.45503798722993,1.77642067868972,1.47042338872293,2.29172595758499,-0.0578792556656315,0.920586374884804,0.428060439815619,0.695118355608331,1.86526384580084,2.20870720254611,1.7005836299694,2.58003056677496,0.612726724601054,1.55259865083037
2004,0.239931412882417,0.485498757203417,2.01451524395488,1.67506951736556,2.14362542821353,2.03866518954275,0.336958707608543,1.22823783071284,-0.125160304465233,0.110589161618529,1.8095618516036,1.49878040436484,2.03068471778764,1.87277966583574,0.0101459072466084,0.908125972124357,0.601022450216948,0.860909190180344,2.21665389462339,1.8503391380803,2.25738814420297,2.20437510848976,0.658396235968071,1.545518517415
2005,0.17883516042956,0.353176299242399,2.26633124600085,1.97396893747255,1.66322342941125,2.66388583413737,0.282863169934261,1.18368166113189,-0.184711141413031,-0.00495527558929316,2.06821541235108,1.70278804237317,1.55082069159727,2.48165211425271,-0.0458597501406914,0.866979073084657,0.544222642869689,0.717348730103385,2.46836763062829,2.25896938205779,1.77932290686526,2.84336195398574,0.603421003973982,1.49852630244004
2006,0.19820338943431,0.506665895119562,2.55312468887719,1.95596081578589,2.17066978982997,2.14146942349312,0.278454133044719,1.09673184502926,-0.186669674823584,0.14268276026386,2.35418033605699,1.67939660729329,2.05557380856119,1.92774262500783,-0.0525830095584724,0.763355252926366,0.583167316252938,0.878082932787615,2.75360647759388,2.22747640628157,2.28586037294606,2.35551997670615,0.611820851806484,1.42849445887951
2007,0.105330224150078,0.353402733397506,2.48604210993215,2.0977037348553,1.8920995858729,2.90861095715934,0.0368482996328306,0.862307116360699,-0.325970140838185,-0.0833274551981875,2.27514167031163,1.7468353566416,1.6956094888124,2.68507723066432,-0.329005353107544,0.497843892457313,0.549178333852632,0.785492610636111,2.70390401422469,2.45175080821806,2.0928370291429,3.13755922320464,0.40157840753028,1.22415650374565
2008,0.140474562428988,0.702526751335516,2.35214748091385,1.89858148781296,2.06872822448303,2.31891336441047,0.117412957559633,0.92574590442228,-0.241997113666715,0.321919026452145,2.15050118486252,1.5837816647157,1.89639757607617,2.08678616852449,-0.213765048574859,0.595435317966214,0.534756395851695,1.0850410604348,2.55680468869661,2.21158627780781,2.23929157659187,2.54848109699766,0.435376591771373,1.24794599800781
2009,-0.338419316764505,0.398851291223369,1.77523849848352,1.98404504089511,0.389158721413736,1.93232740552327,-0.270008890031816,0.581595972193885,-0.769877143191078,-0.0320533181061214,1.56784184908686,1.64806885657425,0.275331622424426,1.68553622942899,-0.616544162985183,0.216243563403957,0.0870848148609617,0.819400291920527,1.9899213299126,2.32371509116968,0.504525467471677,2.17869637754799,0.0860958362200735,0.949759514666318
2010,-0.335498092642975,0.323799452819291,2.312669418826,1.94894722165692,0.865319725120471,1.32108229040292,-0.24896051983636,0.526911068422856,-0.711488866055021,-0.0712066806130551,2.10662490101094,1.62844132951336,0.753053991465748,0.988485776678043,-0.563247048468272,0.189760056961312,0.0459208866620658,0.697889134330704,2.52230117238268,2.27516524709357,0.97970931542886,1.64775795868574,0.0653353102249282,0.858961481542092
2011,-0.42495435027336,0.545774562041863,2.63407621371639,1.84580301553075,0.782547753093435,0.161346386054726,-0.239994058139547,0.620270327515361,-0.873967177723822,0.088413987861815,2.39606227637273,1.47826166384676,0.667114902094019,-0.332229002141461,-0.640973700269219,0.219760001812523,0.0181443045407084,1.00007011399036,2.86607667945493,2.20545873714791,0.896243593789699,0.65225476189838,0.171378890872452,1.01973249086115
2012,-0.634667637372622,-0.139974860344302,1.22622257886633,2.14163118878379,1.52754195151397,1.94429871612743,-0.192414062601285,0.800200714439819,-1.1303721218032,-0.62159012095452,0.992880081224101,1.7554969793459,1.41219679604959,1.3910965006044,-0.602361993544312,0.380749038912989,-0.153821206579389,0.340191344533248,1.46169323875759,2.52953842567699,1.64263248404842,2.47417144765182,0.208567462891453,1.21651760008691
2013,-0.498558717459226,0.153693567972155,2.33389254510886,2.02211680395428,1.99752896039851,2.2277415389785,-0.0960733804898468,0.844882585938824,-0.875965783602905,-0.216765067143679,2.10950813538747,1.70198958561713,1.88608112231225,1.7407911626265,-0.42068946151959,0.506616387534152,-0.118509873264008,0.520305717154488,2.56272492149362,2.33176147154998,2.11040190020259,2.72131189611942,0.235022909542996,1.18878881687484
2014,-1.14512487795032,0.164963339678115,1.40601830359546,1.75001048595095,1.09875378871144,1.89162239449837,-0.516648543920192,0.456093121385038,-1.53642079366773,-0.210015279934459,1.17909737336083,1.42465860434007,0.985672428629465,1.38000342754951,-0.849276824838861,0.101196780637894,-0.764064824272352,0.543308666863576,1.63842889074102,2.06853997677362,1.21373244765711,2.38978686367541,-0.191349244129324,0.799477971373611
2015,-1.05875899971697,0.318706655718026,1.91093092408595,1.85176807519949,0.550510159775009,1.38956159051856,-0.341282038072774,0.584977888851298,-1.44295949639827,-0.0670166015295618,1.67544186522174,1.52362299399071,0.434249132755895,0.88124608900904,-0.678489422568883,0.234000235948542,-0.680059624338851,0.710260049071716,2.13952994037236,2.17836918266885,0.66358888256843,1.89549280597843,-0.00398809462794671,0.938597663223581
2016,-1.03220869802,0.311899980717624,1.64455695204503,1.88104909303399,1.76432160464601,2.09290676316627,-0.170431483853367,0.765770914938356,-1.41166926049403,-0.0578006698258626,1.4005391724033,1.55965060147633,1.65041315680052,1.59645509233183,-0.501724181468119,0.420531081542275,-0.650149893834189,0.694664864381933,1.88281754171986,2.2108711845257,1.8790287577135,2.57970477901017,0.170384237728147,1.09237395996271
2017,-1.08815059244239,0.394142113950773,1.62009296850652,1.8077547311,1.17898808776035,1.8509917469662,-0.049169103571795,0.903846769059304,-1.50246882398374,-0.0153830162886337,1.38637317821708,1.47089812702441,1.06423710642955,1.32875873100838,-0.410073130786874,0.521673779542706,-0.680814959458544,0.811411207844151,1.85631253806454,2.16228130955066,1.29376935488352,2.36454192005876,0.318058205172873,1.29932250104644
2018,-1.09129151057578,0.0162497519045706,1.52621479792132,1.87545477232436,1.50298926894046,2.21189723821537,-0.0765800303298989,0.785951074824718,-1.48027961863685,-0.362801457643937,1.28807051189163,1.55301241785417,1.38733411859574,1.70785760808665,-0.406620899334908,0.448474255655815,-0.706905931299738,0.375695946968756,1.76492234577849,2.1942365354896,1.61723733954064,2.71918903594395,0.261769733425141,1.12268003982058
2019,-1.47978221971269,0.0895166826288588,1.10677633581397,1.69436586918956,1.57803379585556,2.3260106776208,-0.251866224218942,0.696523177288533,-1.894874725465,-0.301882310130067,0.85984230957455,1.35494152563731,1.46411654988731,1.81548412009028,-0.610531788162664,0.330687186060604,-1.07306438191695,0.486280752809823,1.35916638713635,2.03585709269528,1.69450159795103,2.83688645887693,0.0951283756972073,1.06538061498204
2020,-1.06846734705289,0.0678470739063252,1.84420052090519,1.78244448644273,2.42888037515896,2.52498190383124,0.130777553769186,1.10421847055702,-1.49168149822694,-0.337112968169034,1.59119481108903,1.44404083583852,2.31584573165883,2.01418958869081,-0.217721645366399,0.728554879259088,-0.641592346364141,0.464857615818501,2.0985569219762,2.13412271159514,2.54076340319759,3.0588193961648,0.49041591974835,1.47401116958314
2021,-1.13101340102518,-0.171624033352798,1.51674928958552,1.75331400771615,2.93754313511817,2.45419356225254,0.136878517827234,1.07058074139547,-1.58702582458624,-0.604654045941506,1.26495461417787,1.39262866067147,2.82654483191552,1.92862305929399,-0.24363108543958,0.683793719672045,-0.681371796023337,0.250025940357418,1.76629529982434,2.10569525281403,3.05187450704914,2.96662415455626,0.51304935416708,1.4624302834773
2022,-1.13302799991217,-0.368887627722143,1.40962050591786,1.92727906449796,1.93790215023264,1.92663995669671,0.207588412932927,1.15522888261795,-1.62791806567076,-0.860923124675286,1.15713330615078,1.53855405481328,1.82412506015621,1.34642460444719,-0.197033780391908,0.733146683617017,-0.646365449166955,0.0963194116857522,1.66080757713234,2.32477635272446,2.0547484989691,2.48751178778801,0.622609389417972,1.58870915190119
