"","LB","NF","QC","GF","SF","US","FR","EW","IR","NI_FO","NI_FB","SC_WE","SC_EA","IC_SW","IC_NE","SW","NO_SE","NO_SW","NO_MI","NO_NO","FI","RU_KB","RU_KW","RU_AK","RU_RP"
"1971",0.71022878065329,0.655298280646934,0.666512287251575,0.691169741329583,0.701863588963507,0.634089949587614,0.826392119357392,0.759950353750783,0.74037445481135,0.705420992185188,0.723510269012332,0.505249224773183,0.642338268722109,0.743834545838309,0.620583021258012,0.693228744121908,0.714308482174973,0.711348256634368,0.726140208662402,0.717622431020522,0.611684171929246,0.463095165702356,0.610034491722478,0.609667652175521,0.679886485997369
"1972",0.628806111735968,0.70794027672838,0.712610133947013,0.71388596744083,0.745923289850279,0.545019724457921,0.809339095178457,0.725253101726675,0.757798276421051,0.72784391747487,0.727474899337494,0.498311003906102,0.595822210771233,0.737243579757047,0.587112743844423,0.696365139682466,0.685982466202128,0.686851489932193,0.716358979705757,0.702324848615002,0.597296589307029,0.512083893362773,0.64319109906351,0.599707120714239,0.60367177092644
"1973",0.698556257041614,0.643504268917066,0.691786270287934,0.707248106718731,0.731105962344085,0.718144510037359,0.482537334748524,0.684699746570284,0.758709026169168,0.662985617961021,0.614189103814962,0.500082475524098,0.663841950800225,0.694003332789972,0.625876453246069,0.75762944760604,0.695201212824417,0.693503892700506,0.717018418696912,0.705362775240196,0.654720798771038,0.505811555854468,0.630562004159304,0.572299949090874,0.611721307092522
"1974",0.682475034266084,0.649845746451677,0.66482873351329,0.581756959669722,0.602717583925489,0.372419028105553,0.46104202589552,0.409725771127896,0.535937394132929,0.443993569821106,0.453861957986684,0.375504792689701,0.441544706674893,0.731401851593368,0.508266979726333,0.658987731332038,0.567725658026156,0.605468665238164,0.699674358970246,0.61212403181454,0.489737173941959,0.437850360902557,0.609073286549646,0.510097130485086,0.583320412563915
"1975",0.433343429010492,0.325461863021218,0.334938499403944,0.325191690794727,0.386129499498672,0.364468889575793,0.339170962426269,0.307078241575335,0.331984177031189,0.367787472614932,0.356121958081222,0.28130655599232,0.29554473716285,0.327691800471152,0.368685817515043,0.427348746262157,0.359717495758068,0.402561995582158,0.394497144276634,0.417235132098399,0.385065620636511,0.288691476302833,0.320306004779515,0.378854954763802,0.362728108219785
"1976",0.382144051871766,0.276203296999394,0.302034837478712,0.321462255217651,0.334480083640901,0.325697558988404,0.289115046038832,0.269281362511448,0.29710543603867,0.341241393800217,0.330371160089396,0.264558559591217,0.272551661861712,0.279942127253226,0.312472457849462,0.383857490598336,0.339536343687078,0.402447921366241,0.360771830615009,0.385017995012038,0.315285680313422,0.233835952305528,0.276785804594005,0.35688727069933,0.331497129663187
"1977",0.331249519457314,0.268120682880057,0.273660020670313,0.266497937119819,0.297016162356894,0.289839159322579,0.294533015556002,0.272019103524842,0.293424545304568,0.352311692354715,0.33656347289931,0.264809403353397,0.263250274374627,0.278029881419626,0.30212102816971,0.386698575230678,0.324224663661253,0.384885033315589,0.358062268412039,0.371698895347323,0.304640253324124,0.229856478092439,0.264877871818474,0.330665635254228,0.319623039408935
"1978",0.335647162335922,0.257734415975051,0.285791260471982,0.278781126326808,0.315695128867755,0.33868665414457,0.268562120148891,0.258251924291767,0.274194665414907,0.342487569867017,0.328764740752686,0.254598121677021,0.255795631302896,0.25931074512068,0.299701857969761,0.366819350468142,0.312930904800156,0.356413408147682,0.341477531940261,0.363437729155361,0.293377309856363,0.229184567761966,0.249642736592297,0.313583225699607,0.307694970640066
"1979",0.346675043510207,0.280945382460068,0.28838422177802,0.290074106374176,0.312153237376437,0.363688796568832,0.291562008160176,0.271488666176866,0.279461217800331,0.354102100235323,0.332427420236011,0.260111886999361,0.271144238273475,0.267562759273348,0.279549082457923,0.400408868800949,0.320934079047561,0.362984814818118,0.35885642765268,0.376308054211608,0.314006970278315,0.237907265987796,0.249108766955708,0.330388849002205,0.312681971453299
"1980",0.32878415986275,0.264782072310553,0.279003030409206,0.284968535185459,0.33004393943673,0.331492846904366,0.279195128184651,0.262427824694747,0.266102427732464,0.360966726234876,0.339797661710776,0.259616491260829,0.254684587579302,0.258643020514777,0.269771914570731,0.372302380782539,0.316261251995488,0.35182579764507,0.348936888895921,0.355856057437261,0.323696807224688,0.232055196141721,0.24537462496008,0.314320762878975,0.317035341254213
"1981",0.298034260607494,0.254564626052409,0.256707515886977,0.293868759691198,0.288633728940453,0.281318564816252,0.272288970265042,0.250463032500882,0.271499242410848,0.329049572645121,0.317023880813627,0.24337739848051,0.241497010896195,0.251398142707302,0.261191526574413,0.371803370922603,0.291903378518811,0.324012927758625,0.328932686761234,0.340659932630925,0.296865900307752,0.233784422715858,0.239863195970139,0.287962866159002,0.292520758051334
"1982",0.295905100246652,0.250756902922594,0.251836429888117,0.285112158998369,0.283230063325001,0.269578290190369,0.277794058398104,0.256173407303796,0.279266413341158,0.342479630582666,0.31695715376177,0.251941846536945,0.248825287642026,0.258762891963281,0.27334434379979,0.400426344859669,0.303574322176678,0.328363052677412,0.327305721559611,0.335974689666722,0.295370550408701,0.24280425349137,0.250214053271542,0.284000150692036,0.283934343272287
"1983",0.28961068000966,0.258057473812801,0.247401515689557,0.28417334753803,0.289634788632101,0.266137157407785,0.285217620094004,0.269035854761763,0.288953681268716,0.341553683804929,0.320596650845534,0.253896275958512,0.249239990108719,0.260623090232425,0.255860694609756,0.422131257216342,0.314979836798515,0.339456355993866,0.334495886752117,0.331647007472759,0.287106808607729,0.236638249624453,0.260869866991231,0.298434293829756,0.300122559611263
"1984",0.27564050067785,0.242494027842605,0.258003387199256,0.29577635248991,0.278216504210762,0.2675049665345,0.262485214022657,0.244835280970491,0.268407623459986,0.327376282711013,0.307402892029849,0.241727851199072,0.239243941246779,0.24762347028733,0.271381961281002,0.370340781683917,0.300153376142671,0.32012636872538,0.318098961129516,0.313059578880042,0.275741980814431,0.217747897634232,0.24865874014664,0.275369554556612,0.270470695266282
"1985",0.286906871884591,0.24270971240297,0.263196436785527,0.305924265278246,0.303756042346513,0.273333023025452,0.275728462177264,0.249846587421064,0.275081413341643,0.351465003676487,0.325136065233921,0.24188562947605,0.245409859738954,0.264194613061333,0.320845444825368,0.384512145641984,0.29802064129551,0.324028244166763,0.321227340064082,0.329057160346323,0.275054505100312,0.228331510417428,0.26067394353874,0.295410848516158,0.288045352126298
"1986",0.296378487079905,0.240985392688203,0.260849324730655,0.311321884035323,0.295696037599434,0.261845018003582,0.280652511184258,0.252679719759345,0.274411564928135,0.349719893361911,0.321799647405822,0.242773860681587,0.24258007084056,0.260265474752569,0.286127541440452,0.376690866458015,0.295566213247273,0.305619231635337,0.319311459481648,0.327166345320735,0.280403518604992,0.224266240199413,0.254413998640394,0.287164209054099,0.298202996310915
"1987",0.295028025695965,0.2352330423406,0.246428399744348,0.294645931550451,0.298318871677241,0.270075226741441,0.276021681924598,0.252781446371861,0.275726451753017,0.332057761509599,0.318042002477683,0.246959796057512,0.246141109747193,0.278039827021739,0.300074681981641,0.372079038059886,0.284124221263306,0.308626503274365,0.310009162258004,0.329044442085721,0.280430716882198,0.227100194283494,0.249587507902293,0.275485151795278,0.284897737417532
"1988",0.278329013752865,0.229279232631155,0.231387307250671,0.274647684870227,0.274965754780291,0.250088930581463,0.26292034565692,0.24416157339004,0.260066696593976,0.324499940934992,0.309283456168087,0.23645325830522,0.235632438244579,0.252003146902274,0.286833771504729,0.357318064937715,0.280251968031075,0.301103479707053,0.294233011498709,0.309432073350852,0.279267563855192,0.23782075343616,0.250130488601375,0.274217434948713,0.267834516826346
"1989",0.262858005070072,0.222038898266982,0.222820354976536,0.259411990356789,0.253410265095626,0.258697039753705,0.257834411292533,0.239065830341484,0.262794799181792,0.311938187707622,0.301698700570021,0.228594335127802,0.229943332225375,0.2450193715827,0.262488343801885,0.338914482200685,0.269644874919524,0.282597065708829,0.282628156755376,0.302686600862743,0.27352482732948,0.230761762464158,0.233778507673303,0.25868539853675,0.264484187418015
